,Staircase_name,Before_Response,Same_Response,After_Response,participant_id
4156,100_1,5,4.0,6.0,1040
4157,100_2,9,3.0,3.0,1040
4158,400_1,6,5.0,4.0,1040
4159,400_2,5,5.0,5.0,1040
4160,100_1,8,0.0,7.0,1041
4161,100_2,9,2.0,4.0,1041
4162,400_1,10,5.0,0.0,1041
4163,400_2,3,8.0,4.0,1041
4164,100_1,11,3.0,1.0,1042
4165,100_2,11,3.0,1.0,1042
4166,400_1,5,0.0,10.0,1042
4167,400_2,5,0.0,10.0,1042
4168,100_1,3,9.0,3.0,1043
4169,100_2,2,7.0,6.0,1043
4170,400_1,6,1.0,8.0,1043
4171,400_2,5,1.0,9.0,1043
4172,100_1,4,3.0,8.0,1044
4173,100_2,4,4.0,7.0,1044
4174,400_1,5,3.0,7.0,1044
4175,400_2,7,4.0,4.0,1044
4176,100_1,10,0.0,5.0,1045
4177,100_2,5,0.0,10.0,1045
4178,400_1,6,9.0,0.0,1045
4179,400_2,5,10.0,0.0,1045
4180,100_1,8,4.0,3.0,1046
4181,100_2,4,6.0,5.0,1046
4182,400_1,3,5.0,7.0,1046
4183,400_2,9,1.0,5.0,1046
4184,100_1,9,6.0,0.0,1047
4185,100_2,5,8.0,2.0,1047
4186,400_1,7,1.0,7.0,1047
4187,400_2,9,0.0,6.0,1047
4188,100_1,8,3.0,4.0,1048
4189,100_2,5,4.0,6.0,1048
4190,400_1,7,5.0,3.0,1048
4191,400_2,8,6.0,1.0,1048
4192,100_1,3,8.0,4.0,1049
4193,100_2,4,8.0,3.0,1049
4194,400_1,3,4.0,8.0,1049
4195,400_2,6,3.0,6.0,1049
4196,100_1,7,8.0,0.0,1050
4197,100_2,7,8.0,0.0,1050
4198,400_1,11,0.0,4.0,1050
4199,400_2,11,0.0,4.0,1050
4200,100_1,2,10.0,3.0,1051
4201,100_2,2,9.0,4.0,1051
4202,400_1,7,5.0,3.0,1051
4203,400_2,2,6.0,7.0,1051
4204,100_1,9,3.0,3.0,1052
4205,100_2,5,3.0,7.0,1052
4206,400_1,6,8.0,1.0,1052
4207,400_2,8,6.0,1.0,1052
4208,100_1,5,7.0,3.0,1053
4209,100_2,9,6.0,0.0,1053
4210,400_1,3,4.0,8.0,1053
4211,400_2,5,2.0,8.0,1053
4212,100_1,9,6.0,0.0,1054
4213,100_2,9,6.0,0.0,1054
4214,400_1,9,0.0,6.0,1054
4215,400_2,9,0.0,6.0,1054
4216,100_1,5,6.0,4.0,1055
4217,100_2,10,5.0,0.0,1055
4218,400_1,7,0.0,8.0,1055
4219,400_2,6,1.0,8.0,1055
4220,100_1,5,5.0,5.0,1056
4221,100_2,8,5.0,2.0,1056
4222,400_1,6,6.0,3.0,1056
4223,400_2,6,3.0,6.0,1056
4224,100_1,10,3.0,2.0,1057
4225,100_2,12,2.0,1.0,1057
4226,400_1,5,0.0,10.0,1057
4227,400_2,5,0.0,10.0,1057
4228,100_1,5,8.0,2.0,1058
4229,100_2,2,9.0,4.0,1058
4230,400_1,6,4.0,5.0,1058
4231,400_2,6,3.0,6.0,1058
4232,100_1,5,0.0,10.0,1059
4233,100_2,7,1.0,7.0,1059
4234,400_1,5,7.0,3.0,1059
4235,400_2,7,8.0,0.0,1059
4236,100_1,3,12.0,,1060
4237,100_2,3,12.0,,1060
4238,400_1,15,0.0,,1060
4239,400_2,15,0.0,,1060
4240,100_1,5,5.0,5.0,1061
4241,100_2,7,5.0,3.0,1061
4242,400_1,5,4.0,6.0,1061
4243,400_2,4,5.0,6.0,1061
4244,100_1,6,3.0,6.0,1062
4245,100_2,6,2.0,7.0,1062
4246,400_1,9,5.0,1.0,1062
4247,400_2,8,6.0,1.0,1062
4248,100_1,3,11.0,1.0,1063
4249,100_2,4,10.0,1.0,1063
4250,400_1,11,1.0,3.0,1063
4251,400_2,9,2.0,4.0,1063
4252,100_1,5,5.0,5.0,1064
4253,100_2,3,2.0,10.0,1064
4254,400_1,8,5.0,2.0,1064
4255,400_2,6,7.0,2.0,1064
4256,100_1,4,6.0,5.0,1065
4257,100_2,8,3.0,4.0,1065
4258,400_1,1,7.0,7.0,1065
4259,400_2,4,7.0,4.0,1065
4260,100_1,7,6.0,2.0,1066
4261,100_2,7,4.0,4.0,1066
4262,400_1,3,10.0,2.0,1066
4263,400_2,5,3.0,7.0,1066
4264,100_1,4,4.0,7.0,1067
4265,100_2,7,1.0,7.0,1067
4266,400_1,2,5.0,8.0,1067
4267,400_2,3,8.0,4.0,1067
4268,100_1,5,5.0,5.0,1068
4269,100_2,8,3.0,4.0,1068
4270,400_1,4,7.0,4.0,1068
4271,400_2,5,3.0,7.0,1068
4272,100_1,6,3.0,6.0,1069
4273,100_2,8,2.0,5.0,1069
4274,400_1,7,7.0,1.0,1069
4275,400_2,4,9.0,2.0,1069
4276,100_1,7,0.0,8.0,1070
4277,100_2,7,0.0,8.0,1070
4278,400_1,5,10.0,0.0,1070
4279,400_2,6,9.0,0.0,1070
4280,100_1,4,6.0,5.0,1071
4281,100_2,6,6.0,3.0,1071
4282,400_1,5,4.0,6.0,1071
4283,400_2,3,5.0,7.0,1071
4284,100_1,4,11.0,,1072
4285,100_2,5,10.0,,1072
4286,400_1,9,6.0,,1072
4287,400_2,8,7.0,,1072
4288,100_1,4,7.0,4.0,1073
4289,100_2,10,4.0,1.0,1073
4290,400_1,7,0.0,8.0,1073
4291,400_2,3,2.0,10.0,1073
4292,100_1,4,9.0,2.0,1074
4293,100_2,3,10.0,2.0,1074
4294,400_1,4,4.0,7.0,1074
4295,400_2,6,3.0,6.0,1074
4296,100_1,4,6.0,5.0,1075
4297,100_2,4,7.0,4.0,1075
4298,400_1,7,5.0,3.0,1075
4299,400_2,8,4.0,3.0,1075
4300,100_1,5,7.0,3.0,1076
4301,100_2,11,3.0,1.0,1076
4302,400_1,2,2.0,11.0,1076
4303,400_2,4,1.0,10.0,1076
4304,100_1,5,3.0,7.0,1077
4305,100_2,7,1.0,7.0,1077
4306,400_1,2,7.0,6.0,1077
4307,400_2,5,5.0,5.0,1077
4308,100_1,5,3.0,7.0,1078
4309,100_2,6,5.0,4.0,1078
4310,400_1,7,1.0,7.0,1078
4311,400_2,9,1.0,5.0,1078
4312,100_1,13,2.0,0.0,1079
4313,100_2,13,1.0,1.0,1079
4314,400_1,2,1.0,12.0,1079
4315,400_2,2,1.0,12.0,1079
4316,100_1,3,12.0,,1080
4317,100_2,3,12.0,,1080
4318,400_1,15,0.0,,1080
4319,400_2,15,0.0,,1080
4320,100_1,3,12.0,,1081
4321,100_2,3,12.0,,1081
4322,400_1,15,0.0,,1081
4323,400_2,15,0.0,,1081
4324,100_1,4,5.0,6.0,1082
4325,100_2,3,4.0,8.0,1082
4326,400_1,5,4.0,6.0,1082
4327,400_2,3,4.0,8.0,1082
4328,100_1,7,1.0,7.0,1083
4329,100_2,7,2.0,6.0,1083
4330,400_1,7,5.0,3.0,1083
4331,400_2,11,4.0,0.0,1083
4332,100_1,9,5.0,1.0,1084
4333,100_2,2,8.0,5.0,1084
4334,400_1,3,3.0,9.0,1084
4335,400_2,4,3.0,8.0,1084
4336,100_1,4,6.0,5.0,1085
4337,100_2,6,4.0,5.0,1085
4338,400_1,7,6.0,2.0,1085
4339,400_2,4,6.0,5.0,1085
4340,100_1,10,2.0,3.0,1086
4341,100_2,7,5.0,3.0,1086
4342,400_1,1,6.0,8.0,1086
4343,400_2,7,4.0,4.0,1086
4344,100_1,6,0.0,9.0,1087
4345,100_2,7,0.0,8.0,1087
4346,400_1,7,8.0,0.0,1087
4347,400_2,7,8.0,0.0,1087
4348,100_1,7,6.0,2.0,1088
4349,100_2,5,7.0,3.0,1088
4350,400_1,2,3.0,10.0,1088
4351,400_2,4,2.0,9.0,1088
4352,100_1,4,7.0,4.0,1089
4353,100_2,10,2.0,3.0,1089
4354,400_1,2,2.0,11.0,1089
4355,400_2,3,2.0,10.0,1089
4356,100_1,10,0.0,5.0,1090
4357,100_2,9,0.0,6.0,1090
4358,400_1,6,9.0,0.0,1090
4359,400_2,6,9.0,0.0,1090
4360,100_1,7,3.0,5.0,1091
4361,100_2,5,5.0,5.0,1091
4362,400_1,9,3.0,3.0,1091
4363,400_2,6,4.0,5.0,1091
4364,100_1,5,7.0,3.0,1092
4365,100_2,5,9.0,1.0,1092
4366,400_1,4,5.0,6.0,1092
4367,400_2,7,3.0,5.0,1092
4368,100_1,5,10.0,0.0,1093
4369,100_2,5,10.0,0.0,1093
4370,400_1,13,0.0,2.0,1093
4371,400_2,13,0.0,2.0,1093
4372,100_1,2,7.0,6.0,1094
4373,100_2,12,1.0,2.0,1094
4374,400_1,0,3.0,12.0,1094
4375,400_2,3,3.0,9.0,1094
4376,100_1,2,12.0,1.0,1095
4377,100_2,3,12.0,0.0,1095
4378,400_1,13,1.0,1.0,1095
4379,400_2,13,1.0,1.0,1095
4380,100_1,3,7.0,5.0,1096
4381,100_2,5,6.0,4.0,1096
4382,400_1,4,4.0,7.0,1096
4383,400_2,5,6.0,4.0,1096
4384,100_1,13,1.0,1.0,1097
4385,100_2,13,1.0,1.0,1097
4386,400_1,2,0.0,13.0,1097
4387,400_2,2,1.0,12.0,1097
4388,100_1,8,0.0,7.0,1098
4389,100_2,5,0.0,10.0,1098
4390,400_1,5,10.0,0.0,1098
4391,400_2,7,8.0,0.0,1098
4392,100_1,5,9.0,1.0,1099
4393,100_2,2,7.0,6.0,1099
4394,400_1,6,4.0,5.0,1099
4395,400_2,5,5.0,5.0,1099
4396,100_1,4,2.0,9.0,1100
4397,100_2,7,4.0,4.0,1100
4398,400_1,7,7.0,1.0,1100
4399,400_2,6,7.0,2.0,1100
4400,100_1,5,4.0,6.0,1101
4401,100_2,5,4.0,6.0,1101
4402,400_1,6,2.0,7.0,1101
4403,400_2,4,6.0,5.0,1101
4404,100_1,2,8.0,5.0,1102
4405,100_2,4,5.0,6.0,1102
4406,400_1,3,5.0,7.0,1102
4407,400_2,6,3.0,6.0,1102
4408,100_1,3,12.0,0.0,1103
4409,100_2,2,10.0,3.0,1103
4410,400_1,11,2.0,2.0,1103
4411,400_2,7,4.0,4.0,1103
4412,100_1,7,5.0,3.0,1104
4413,100_2,7,5.0,3.0,1104
4414,400_1,3,3.0,9.0,1104
4415,400_2,3,2.0,10.0,1104
4416,100_1,3,7.0,5.0,1105
4417,100_2,7,5.0,3.0,1105
4418,400_1,5,6.0,4.0,1105
4419,400_2,4,4.0,7.0,1105
4420,100_1,7,7.0,1.0,1106
4421,100_2,3,6.0,6.0,1106
4422,400_1,6,4.0,5.0,1106
4423,400_2,4,5.0,6.0,1106
4424,100_1,6,1.0,8.0,1107
4425,100_2,7,8.0,0.0,1107
4426,400_1,7,8.0,0.0,1107
4427,400_2,9,6.0,0.0,1107
4428,100_1,4,8.0,3.0,1108
4429,100_2,2,9.0,4.0,1108
4430,400_1,3,3.0,9.0,1108
4431,400_2,3,3.0,9.0,1108
4432,100_1,12,2.0,1.0,1109
4433,100_2,11,3.0,1.0,1109
4434,400_1,4,1.0,10.0,1109
4435,400_2,5,0.0,10.0,1109
4436,100_1,6,2.0,7.0,1110
4437,100_2,4,4.0,7.0,1110
4438,400_1,7,4.0,4.0,1110
4439,400_2,7,7.0,1.0,1110
4440,100_1,1,10.0,4.0,1111
4441,100_2,7,8.0,0.0,1111
4442,400_1,5,3.0,7.0,1111
4443,400_2,2,4.0,9.0,1111
4444,100_1,5,5.0,5.0,1112
4445,100_2,4,5.0,6.0,1112
4446,400_1,4,4.0,7.0,1112
4447,400_2,6,4.0,5.0,1112
4448,100_1,3,9.0,3.0,1113
4449,100_2,5,9.0,1.0,1113
4450,400_1,6,2.0,7.0,1113
4451,400_2,6,3.0,6.0,1113
4452,100_1,8,4.0,3.0,1114
4453,100_2,12,2.0,1.0,1114
4454,400_1,1,3.0,11.0,1114
4455,400_2,5,1.0,9.0,1114
4456,100_1,12,0.0,3.0,1115
4457,100_2,4,0.0,11.0,1115
4458,400_1,7,8.0,0.0,1115
4459,400_2,4,11.0,0.0,1115
4460,100_1,4,4.0,7.0,1116
4461,100_2,5,6.0,4.0,1116
4462,400_1,7,3.0,5.0,1116
4463,400_2,6,7.0,2.0,1116
4464,100_1,7,4.0,4.0,1117
4465,100_2,10,3.0,2.0,1117
4466,400_1,2,5.0,8.0,1117
4467,400_2,6,2.0,7.0,1117
4468,100_1,11,2.0,2.0,1118
4469,100_2,11,3.0,1.0,1118
4470,400_1,5,0.0,10.0,1118
4471,400_2,4,0.0,11.0,1118
4472,100_1,3,7.0,5.0,1119
4473,100_2,2,9.0,4.0,1119
4474,400_1,6,3.0,6.0,1119
4475,400_2,6,4.0,5.0,1119
4476,100_1,6,2.0,7.0,1120
4477,100_2,6,0.0,9.0,1120
4478,400_1,4,4.0,7.0,1120
4479,400_2,8,5.0,2.0,1120
4480,100_1,8,6.0,1.0,1121
4481,100_2,5,8.0,2.0,1121
4482,400_1,5,2.0,8.0,1121
4483,400_2,3,4.0,8.0,1121
4484,100_1,5,7.0,3.0,1122
4485,100_2,6,5.0,4.0,1122
4486,400_1,6,5.0,4.0,1122
4487,400_2,9,4.0,2.0,1122
4488,100_1,4,5.0,6.0,1123
4489,100_2,5,7.0,3.0,1123
4490,400_1,5,4.0,6.0,1123
4491,400_2,4,6.0,5.0,1123
4492,100_1,7,7.0,1.0,1124
4493,100_2,4,7.0,4.0,1124
4494,400_1,6,2.0,7.0,1124
4495,400_2,4,3.0,8.0,1124
4496,100_1,5,5.0,5.0,1125
4497,100_2,4,4.0,7.0,1125
4498,400_1,5,5.0,5.0,1125
4499,400_2,0,7.0,8.0,1125
4500,100_1,2,7.0,6.0,1126
4501,100_2,10,3.0,2.0,1126
4502,400_1,1,4.0,10.0,1126
4503,400_2,4,0.0,11.0,1126
4504,100_1,12,1.0,2.0,1127
4505,100_2,15,0.0,0.0,1127
4506,400_1,3,0.0,12.0,1127
4507,400_2,0,2.0,13.0,1127
4508,100_1,6,3.0,6.0,1128
4509,100_2,4,5.0,6.0,1128
4510,400_1,6,7.0,2.0,1128
4511,400_2,8,5.0,2.0,1128
4512,100_1,7,5.0,3.0,1129
4513,100_2,6,5.0,4.0,1129
4514,400_1,2,5.0,8.0,1129
4515,400_2,5,3.0,7.0,1129
4516,100_1,6,5.0,4.0,1130
4517,100_2,5,6.0,4.0,1130
4518,400_1,4,0.0,11.0,1130
4519,400_2,2,4.0,9.0,1130
4520,100_1,9,1.0,5.0,1131
4521,100_2,6,3.0,6.0,1131
4522,400_1,7,7.0,1.0,1131
4523,400_2,3,11.0,1.0,1131
4524,100_1,2,10.0,3.0,1132
4525,100_2,3,11.0,1.0,1132
4526,400_1,6,4.0,5.0,1132
4527,400_2,10,3.0,2.0,1132
4528,100_1,4,10.0,1.0,1133
4529,100_2,7,8.0,0.0,1133
4530,400_1,10,0.0,5.0,1133
4531,400_2,10,0.0,5.0,1133
4532,100_1,7,7.0,1.0,1134
4533,100_2,7,7.0,1.0,1134
4534,400_1,8,0.0,7.0,1134
4535,400_2,7,1.0,7.0,1134
4536,100_1,2,9.0,4.0,1135
4537,100_2,6,7.0,2.0,1135
4538,400_1,7,2.0,6.0,1135
4539,400_2,5,3.0,7.0,1135
4540,100_1,10,0.0,5.0,1136
4541,100_2,9,0.0,6.0,1136
4542,400_1,10,5.0,0.0,1136
4543,400_2,4,11.0,0.0,1136
4544,100_1,15,0.0,0.0,1137
4545,100_2,15,0.0,0.0,1137
4546,400_1,2,1.0,12.0,1137
4547,400_2,3,0.0,12.0,1137
4548,100_1,11,4.0,0.0,1138
4549,100_2,11,4.0,0.0,1138
4550,400_1,7,0.0,8.0,1138
4551,400_2,7,0.0,8.0,1138
4552,100_1,3,10.0,2.0,1139
4553,100_2,4,9.0,2.0,1139
4554,400_1,2,5.0,8.0,1139
4555,400_2,5,3.0,7.0,1139
4556,100_1,4,7.0,4.0,1140
4557,100_2,9,5.0,1.0,1140
4558,400_1,8,4.0,3.0,1140
4559,400_2,5,8.0,2.0,1140
4560,100_1,3,8.0,4.0,1141
4561,100_2,2,12.0,1.0,1141
4562,400_1,8,3.0,4.0,1141
4563,400_2,10,2.0,3.0,1141
4564,100_1,6,8.0,1.0,1142
4565,100_2,5,9.0,1.0,1142
4566,400_1,6,9.0,0.0,1142
4567,400_2,9,6.0,0.0,1142
4568,100_1,7,6.0,2.0,1143
4569,100_2,8,7.0,0.0,1143
4570,400_1,7,1.0,7.0,1143
4571,400_2,2,4.0,9.0,1143
4572,100_1,9,4.0,2.0,1144
4573,100_2,7,4.0,4.0,1144
4574,400_1,5,2.0,8.0,1144
4575,400_2,1,3.0,11.0,1144
4576,100_1,3,10.0,2.0,1145
4577,100_2,5,10.0,0.0,1145
4578,400_1,8,3.0,4.0,1145
4579,400_2,8,3.0,4.0,1145
4580,100_1,4,5.0,6.0,1146
4581,100_2,6,2.0,7.0,1146
4582,400_1,7,4.0,4.0,1146
4583,400_2,7,5.0,3.0,1146
4584,100_1,4,6.0,5.0,1147
4585,100_2,2,12.0,1.0,1147
4586,400_1,5,3.0,7.0,1147
4587,400_2,4,6.0,5.0,1147
4588,100_1,6,5.0,4.0,1148
4589,100_2,4,6.0,5.0,1148
4590,400_1,3,7.0,5.0,1148
4591,400_2,4,4.0,7.0,1148
4592,100_1,7,3.0,5.0,1149
4593,100_2,6,3.0,6.0,1149
4594,400_1,1,10.0,4.0,1149
4595,400_2,7,7.0,1.0,1149
4596,100_1,10,4.0,1.0,1150
4597,100_2,7,6.0,2.0,1150
4598,400_1,6,1.0,8.0,1150
4599,400_2,6,0.0,9.0,1150
4600,100_1,7,4.0,4.0,1151
4601,100_2,3,5.0,7.0,1151
4602,400_1,7,8.0,0.0,1151
4603,400_2,3,7.0,5.0,1151
4604,100_1,8,4.0,3.0,1152
4605,100_2,9,4.0,2.0,1152
4606,400_1,2,3.0,10.0,1152
4607,400_2,3,1.0,11.0,1152
4608,100_1,3,8.0,4.0,1153
4609,100_2,3,9.0,3.0,1153
4610,400_1,6,2.0,7.0,1153
4611,400_2,4,5.0,6.0,1153
4612,100_1,4,9.0,2.0,1154
4613,100_2,1,13.0,1.0,1154
4614,400_1,13,1.0,1.0,1154
4615,400_2,13,1.0,1.0,1154
4616,100_1,7,6.0,2.0,1155
4617,100_2,5,8.0,2.0,1155
4618,400_1,7,1.0,7.0,1155
4619,400_2,5,2.0,8.0,1155
4620,100_1,5,6.0,4.0,1156
4621,100_2,6,5.0,4.0,1156
4622,400_1,6,1.0,8.0,1156
4623,400_2,3,7.0,5.0,1156
4624,100_1,4,7.0,4.0,1157
4625,100_2,1,8.0,6.0,1157
4626,400_1,9,2.0,4.0,1157
4627,400_2,9,5.0,1.0,1157
4628,100_1,15,,0.0,1158
4629,100_2,15,,0.0,1158
4630,400_1,3,,12.0,1158
4631,400_2,3,,12.0,1158
4632,100_1,10,5.0,0.0,1159
4633,100_2,9,5.0,1.0,1159
4634,400_1,6,1.0,8.0,1159
4635,400_2,5,1.0,9.0,1159
4636,100_1,3,9.0,3.0,1160
4637,100_2,7,7.0,1.0,1160
4638,400_1,4,3.0,8.0,1160
4639,400_2,4,3.0,8.0,1160
4640,100_1,10,0.0,5.0,1161
4641,100_2,9,0.0,6.0,1161
4642,400_1,9,6.0,0.0,1161
4643,400_2,8,6.0,1.0,1161
4644,100_1,6,0.0,9.0,1162
4645,100_2,10,0.0,5.0,1162
4646,400_1,8,7.0,0.0,1162
4647,400_2,10,5.0,0.0,1162
4648,100_1,8,4.0,3.0,1163
4649,100_2,4,5.0,6.0,1163
4650,400_1,2,6.0,7.0,1163
4651,400_2,3,2.0,10.0,1163
4652,100_1,5,3.0,7.0,1164
4653,100_2,7,3.0,5.0,1164
4654,400_1,5,5.0,5.0,1164
4655,400_2,6,2.0,7.0,1164
4656,100_1,2,7.0,6.0,1165
4657,100_2,4,9.0,2.0,1165
4658,400_1,2,3.0,10.0,1165
4659,400_2,1,3.0,11.0,1165
4660,100_1,7,2.0,6.0,1166
4661,100_2,5,0.0,10.0,1166
4662,400_1,7,1.0,7.0,1166
4663,400_2,6,8.0,1.0,1166
4664,100_1,2,0.0,13.0,1167
4665,100_2,8,0.0,7.0,1167
4666,400_1,9,6.0,0.0,1167
4667,400_2,4,11.0,0.0,1167
4668,100_1,3,9.0,3.0,1168
4669,100_2,7,8.0,0.0,1168
4670,400_1,10,0.0,5.0,1168
4671,400_2,3,6.0,6.0,1168
4672,100_1,5,5.0,5.0,1169
4673,100_2,4,6.0,5.0,1169
4674,400_1,3,4.0,8.0,1169
4675,400_2,5,3.0,7.0,1169
4676,100_1,7,4.0,4.0,1170
4677,100_2,5,4.0,6.0,1170
4678,400_1,5,4.0,6.0,1170
4679,400_2,5,4.0,6.0,1170
4680,100_1,8,0.0,7.0,1171
4681,100_2,10,0.0,5.0,1171
4682,400_1,10,5.0,0.0,1171
4683,400_2,7,8.0,0.0,1171
4684,100_1,6,0.0,9.0,1172
4685,100_2,8,0.0,7.0,1172
4686,400_1,7,8.0,0.0,1172
4687,400_2,8,7.0,0.0,1172
4688,100_1,9,0.0,6.0,1173
4689,100_2,5,0.0,10.0,1173
4690,400_1,5,10.0,0.0,1173
4691,400_2,6,9.0,0.0,1173
4692,100_1,8,0.0,7.0,1174
4693,100_2,9,1.0,5.0,1174
4694,400_1,1,14.0,0.0,1174
4695,400_2,8,7.0,0.0,1174
4696,100_1,10,1.0,4.0,1175
4697,100_2,6,4.0,5.0,1175
4698,400_1,6,6.0,3.0,1175
4699,400_2,7,6.0,2.0,1175
4700,100_1,3,5.0,7.0,1176
4701,100_2,5,3.0,7.0,1176
4702,400_1,6,5.0,4.0,1176
4703,400_2,4,5.0,6.0,1176
4704,100_1,2,3.0,10.0,1177
4705,100_2,1,3.0,11.0,1177
4706,400_1,4,7.0,4.0,1177
4707,400_2,6,7.0,2.0,1177
4708,100_1,4,9.0,2.0,1178
4709,100_2,4,4.0,7.0,1178
4710,400_1,6,3.0,6.0,1178
4711,400_2,4,4.0,7.0,1178
4712,100_1,4,1.0,10.0,1179
4713,100_2,9,3.0,3.0,1179
4714,400_1,5,4.0,6.0,1179
4715,400_2,5,7.0,3.0,1179
4716,100_1,7,6.0,2.0,1180
4717,100_2,6,7.0,2.0,1180
4718,400_1,4,3.0,8.0,1180
4719,400_2,6,1.0,8.0,1180
4720,100_1,9,3.0,3.0,1181
4721,100_2,7,3.0,5.0,1181
4722,400_1,4,9.0,2.0,1181
4723,400_2,8,1.0,6.0,1181
4724,100_1,5,9.0,1.0,1182
4725,100_2,6,8.0,1.0,1182
4726,400_1,8,2.0,5.0,1182
4727,400_2,10,0.0,5.0,1182
4728,100_1,5,3.0,7.0,1183
4729,100_2,4,7.0,4.0,1183
4730,400_1,6,3.0,6.0,1183
4731,400_2,3,7.0,5.0,1183
4732,100_1,6,4.0,5.0,1184
4733,100_2,4,6.0,5.0,1184
4734,400_1,2,7.0,6.0,1184
4735,400_2,2,5.0,8.0,1184
4736,100_1,4,9.0,2.0,1185
4737,100_2,3,10.0,2.0,1185
4738,400_1,7,2.0,6.0,1185
4739,400_2,5,4.0,6.0,1185
4740,100_1,5,3.0,7.0,1186
4741,100_2,6,3.0,6.0,1186
4742,400_1,8,7.0,0.0,1186
4743,400_2,6,9.0,0.0,1186
4744,100_1,7,8.0,0.0,1187
4745,100_2,7,8.0,0.0,1187
4746,400_1,11,0.0,4.0,1187
4747,400_2,11,0.0,4.0,1187
4748,100_1,6,5.0,4.0,1188
4749,100_2,4,6.0,5.0,1188
4750,400_1,7,1.0,7.0,1188
4751,400_2,5,4.0,6.0,1188
4752,100_1,15,,0.0,1189
4753,100_2,15,,0.0,1189
4754,400_1,3,,12.0,1189
4755,400_2,3,,12.0,1189
4756,100_1,5,9.0,1.0,1190
4757,100_2,6,8.0,1.0,1190
4758,400_1,8,2.0,5.0,1190
4759,400_2,7,2.0,6.0,1190
4760,100_1,11,4.0,0.0,1191
4761,100_2,11,4.0,0.0,1191
4762,400_1,7,0.0,8.0,1191
4763,400_2,7,0.0,8.0,1191
4764,100_1,5,4.0,6.0,1192
4765,100_2,5,3.0,7.0,1192
4766,400_1,3,3.0,9.0,1192
4767,400_2,7,4.0,4.0,1192
4768,100_1,7,7.0,1.0,1193
4769,100_2,4,8.0,3.0,1193
4770,400_1,9,0.0,6.0,1193
4771,400_2,7,1.0,7.0,1193
4772,100_1,1,11.0,3.0,1194
4773,100_2,4,10.0,1.0,1194
4774,400_1,9,2.0,4.0,1194
4775,400_2,9,2.0,4.0,1194
4776,100_1,4,9.0,2.0,1195
4777,100_2,1,8.0,6.0,1195
4778,400_1,8,0.0,7.0,1195
4779,400_2,2,3.0,10.0,1195
4780,100_1,6,2.0,7.0,1196
4781,100_2,5,6.0,4.0,1196
4782,400_1,4,7.0,4.0,1196
4783,400_2,6,6.0,3.0,1196
4784,100_1,4,5.0,6.0,1197
4785,100_2,3,6.0,6.0,1197
4786,400_1,5,4.0,6.0,1197
4787,400_2,3,6.0,6.0,1197
4788,100_1,8,3.0,4.0,1198
4789,100_2,10,2.0,3.0,1198
4790,400_1,1,2.0,12.0,1198
4791,400_2,3,3.0,9.0,1198
4792,100_1,5,2.0,8.0,1199
4793,100_2,8,1.0,6.0,1199
4794,400_1,3,9.0,3.0,1199
4795,400_2,7,7.0,1.0,1199
4796,100_1,4,9.0,2.0,1200
4797,100_2,4,7.0,4.0,1200
4798,400_1,5,5.0,5.0,1200
4799,400_2,8,3.0,4.0,1200
4800,100_1,7,0.0,8.0,1201
4801,100_2,6,0.0,9.0,1201
4802,400_1,8,7.0,0.0,1201
4803,400_2,8,7.0,0.0,1201
4804,100_1,4,4.0,7.0,1202
4805,100_2,3,6.0,6.0,1202
4806,400_1,4,5.0,6.0,1202
4807,400_2,6,3.0,6.0,1202
4808,100_1,3,1.0,11.0,1203
4809,100_2,4,9.0,2.0,1203
4810,400_1,8,4.0,3.0,1203
4811,400_2,5,8.0,2.0,1203
4812,100_1,6,3.0,6.0,1204
4813,100_2,9,1.0,5.0,1204
4814,400_1,5,8.0,2.0,1204
4815,400_2,5,7.0,3.0,1204
4816,100_1,5,4.0,6.0,1205
4817,100_2,6,5.0,4.0,1205
4818,400_1,5,7.0,3.0,1205
4819,400_2,5,6.0,4.0,1205
4820,100_1,6,6.0,3.0,1206
4821,100_2,8,5.0,2.0,1206
4822,400_1,4,2.0,9.0,1206
4823,400_2,1,2.0,12.0,1206
4824,100_1,2,11.0,2.0,1207
4825,100_2,1,11.0,3.0,1207
4826,400_1,10,2.0,3.0,1207
4827,400_2,5,5.0,5.0,1207
4828,100_1,3,6.0,6.0,1208
4829,100_2,2,6.0,7.0,1208
4830,400_1,5,3.0,7.0,1208
4831,400_2,4,2.0,9.0,1208
4832,100_1,5,8.0,2.0,1209
4833,100_2,6,8.0,1.0,1209
4834,400_1,7,1.0,7.0,1209
4835,400_2,5,2.0,8.0,1209
4836,100_1,8,5.0,2.0,1210
4837,100_2,9,4.0,2.0,1210
4838,400_1,1,3.0,11.0,1210
4839,400_2,2,2.0,11.0,1210
4840,100_1,6,6.0,3.0,1211
4841,100_2,10,5.0,0.0,1211
4842,400_1,4,2.0,9.0,1211
4843,400_2,7,0.0,8.0,1211
4844,100_1,3,12.0,,1212
4845,100_2,3,12.0,,1212
4846,400_1,15,0.0,,1212
4847,400_2,15,0.0,,1212
4848,100_1,8,1.0,6.0,1213
4849,100_2,6,1.0,8.0,1213
4850,400_1,6,9.0,0.0,1213
4851,400_2,5,10.0,0.0,1213
4852,100_1,7,4.0,4.0,1214
4853,100_2,1,8.0,6.0,1214
4854,400_1,4,4.0,7.0,1214
4855,400_2,5,5.0,5.0,1214
4856,100_1,9,1.0,5.0,1215
4857,100_2,5,1.0,9.0,1215
